,DP,EO,DP ratio,acc,acc_ci_min,acc_ci_max,f1,acc_high_risk,acc_ci_min_high_risk,acc_ci_max_high_risk,f1_high_risk,adversarial_fraction
0,0.12329651079651079,0.12655622159278046,2.1203384875259874,0.7472654955253563,0.7363001290195064,0.7582308620312062,0.631801033270692,1.0,1.0,1.0,None,0.0
1,0.007382382382382369,0.1479480930110006,0.9696680376028203,0.674842558833278,0.6630229936848999,0.6866621239816562,0.5565977145810628,,,,,0.00047366426676771507
2,0.08670456170456171,0.322508398656215,0.3598764780405405,0.7311899237653298,0.7200034994301188,0.7423763481005408,0.501468117771346,,,,,0.00047366426676771507
3,0.1760903760903761,0.05933403596601017,2.8697236562405104,0.8442161087172688,0.8350656785770015,0.8533665388575361,0.7802215004715661,,,,,0.0
4,0.1811293436293436,0.053537316382319955,2.811293436293436,0.8428902883659264,0.8337082213284729,0.8520723554033799,0.781413202626787,,,,,0.0
5,0.18289360789360787,0.04792174428562024,2.9529317453046264,0.8404043752071594,0.8311636073239633,0.8496451430903554,0.7762499858008121,,,,,0.0
6,0.17715751465751467,0.043376589157499534,2.84987681051217,0.8428902883659264,0.8337082213284729,0.8520723554033799,0.7791296144593498,,,,,0.0
7,0.17519841269841271,0.03458270206178782,2.724609375,0.8476963871395425,0.8386301163295622,0.8567626579495229,0.787317889193202,,,,,0.0
8,0.17136600886600883,0.05623806073381199,2.789401971031805,0.8445475638051044,0.8354050791212131,0.8536900484889958,0.7801334762881472,,,,,0.0
9,0.1922029172029172,0.0703675647190567,3.0877213420316867,0.8452104739807756,0.8360839239528528,0.8543370240086985,0.784535855764596,,,,,0.0
10,0.1733143858143858,0.04037942164547781,2.714995754917221,0.8415644680145841,0.8323509941761762,0.8507779418529919,0.7781522093617126,,,,,0.0
11,0.1674209924209924,0.05846123443778406,2.683115296147211,0.8418959231024197,0.8326902795218154,0.851101566683024,0.7767227082802914,,,,,0.0
12,0.18672779922779922,0.10488439496739344,3.178490990990991,0.8413987404706662,0.8321813568434494,0.850616124097883,0.7758504419709551,,,,,0.0
