,DP,EO,DP ratio,acc,acc_ci_min,acc_ci_max,f1,acc_high_risk,acc_ci_min_high_risk,acc_ci_max_high_risk,f1_high_risk,adversarial_fraction
1,0.2083234754835276,0.433739837398374,1.41927563835486,0.7401129943502824,0.7137354045463269,0.766490584154238,0.7397798295454545,0.8116760828625236,0.7881614649139601,0.835190700811087,0.5466382070437567,0.0
2,0.4245504820488555,0.40060975609756094,0.4285586338667304,0.756120527306968,0.7302933495907448,0.7819477050231912,0.7559125481527363,0.8804143126177024,0.8608989348668205,0.8999296903685844,0.47592236404965904,0.0
3,0.4557505766842136,0.5091463414634146,0.44509758029670177,0.6789077212806026,0.6508266211506866,0.7069888214105187,0.6759770338113333,0.8691148775894538,0.8488297591920525,0.8893999959868552,0.5163157980962991,0.0
4,0.0331445555095522,0.00894308943089428,0.9533195884876505,0.687382297551789,0.6595018482575393,0.7152627468460387,0.6799346405228758,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.46846846846846846,0.0
5,0.21797923936830899,0.14817073170731704,1.384173355571771,0.603578154425612,0.5741583786154557,0.6329979302357683,0.5987075406922735,0.8192090395480226,0.796062848316507,0.8423552307795382,0.49270040304523066,0.0
6,0.13934317146743946,0.14004065040650404,1.2483266575313585,0.6864406779661016,0.6585374031037952,0.7143439528284081,0.6847836066012132,0.879472693032015,0.859891113577109,0.899054272486921,0.4755960188257079,0.0
7,0.405416395575797,0.4552845528455285,0.5101218553459119,0.6977401129943502,0.6701196524061943,0.7253605735825062,0.6932135712376586,0.8832391713747646,0.8639247564035578,0.9025535863459714,0.4919836432374045,0.0
8,0.30581268113799015,0.3760162601626017,1.6135487124718166,0.667608286252354,0.6392761209810294,0.6959404515236787,0.6656633517140633,0.876647834274953,0.8568699521334235,0.8964257164164824,0.5024302314352851,0.0
9,0.2630936890045544,0.4382113821138211,1.635809748427673,0.660075329566855,0.6315860211903707,0.6885646379433393,0.6598554717131793,0.7937853107344632,0.7694517793038581,0.8181188421650684,0.5853004894487683,0.0
10,0.021381676228781066,0.04247967479674797,0.9694820818032163,0.7109227871939736,0.6836573817723564,0.7381881926155909,0.7044638527186944,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.46846846846846846,0.0
11,0.43846483704974276,0.4058943089430894,0.46409853249475885,0.684557438794727,0.6566089129897803,0.7125059645996736,0.6814434568179804,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.4837898310315562,0.0027107617240444567
12,0.4290308747855918,0.42642276422764225,0.47562893081761004,0.6883239171374764,0.6604664272456775,0.7161814070292754,0.6850056856723745,0.8822975517890772,0.8629157522176956,0.9016793513604588,0.4765770703299043,0.0027107617240444567
13,0.43927071627136693,0.4109756097560976,0.4589677278356523,0.7005649717514124,0.6730182879456149,0.7281116555572099,0.697993275146659,0.8822975517890772,0.8629157522176956,0.9016793513604588,0.4765770703299043,0.0027107617240444567
14,0.34903442361152187,0.2967479674796748,0.5389565998671823,0.6892655367231638,0.6614311403993924,0.7170999330469352,0.6875802310654686,0.8822975517890772,0.8629157522176956,0.9016793513604588,0.4765770703299043,0.0027107617240444567
15,0.046223457739397844,0.01097560975609757,1.0661223453760893,0.6308851224105462,0.6018616259239127,0.6599086188971797,0.6194620050676973,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.46846846846846846,0.0027107617240444567
16,0.0178032767492754,0.05243902439024395,1.0269158544218904,0.6836158192090396,0.6556448673820832,0.711586771035996,0.6786513211217378,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.46846846846846846,0.0027107617240444567
17,0.022202342225113858,0.10955284552845529,0.967806603773585,0.6789077212806026,0.6508266211506866,0.7069888214105187,0.6728082911478752,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.46846846846846846,0.0027107617240444567
18,0.031710238362808285,0.10630081300813005,0.9523973362930078,0.6892655367231638,0.6614311403993924,0.7170999330469352,0.6855134836340664,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.46846846846846846,0.0027107617240444567
19,0.04454515880996035,0.07093495934959348,0.9238074763518641,0.6911487758945386,0.6633609705435052,0.718936581245572,0.6909909622201642,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.46846846846846846,0.0027107617240444567
20,0.1196767611048678,0.13902439024390245,0.827253905916503,0.6619585687382298,0.6335077883696646,0.690409349106795,0.6584918420451542,0.8813559322033898,0.8619071464061969,0.9008047180005827,0.46846846846846846,0.0027107617240444567
